province,food_name,product_group_tr,product_group_en,kcal_100g
Amasya,Amasya Misket Elması,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",38
Amasya,Amasya Çiçek Bamyası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",54
Mersin,Anamur Muzu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",44
Kahramanmaraş,Andırın Andız Pekmezi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",47
Antalya,Antalya Bergamot Kabuğu Reçeli,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",244
Antalya,Antalya Tavşan Yüreği Zeytini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",69
Antalya,Antalya Turunç Kabuğu Reçeli,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",350
Gaziantep,Antep Biber Salçası / Gaziantep Biber Salçası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",39
Gaziantep,Antep Dolmalık Biber Kurusu / Gaziantep Dolmalık Biber Kurusu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",58
Gaziantep,Antep Fıstığı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",600
Gaziantep,Antep Haylan Kabağı Kurusu / Gaziantep Haylan Kabağı Kurusu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",52
Gaziantep,Antep Karası Kuru Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",30
Gaziantep,Antep Kuruluk Patlıcanı (Gaziantep Kuru Patlıcanı),İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",37
Gaziantep,Antep Pekmezi / Gaziantep Pekmezi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",52
Gaziantep,Araban Sarımsağı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",57
Malatya,Arapgir Köhnü Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",52
Trabzon,Arsin Foşa Fındığı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",49
İzmir,Arslanlar Biberi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",47
Balıkesir,Avşa Ada Karası Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",35
Ankara,Ayaş Domatesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",43
Ankara,Ayaş Dutu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",45
Aydın,Aydın Enginarı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",61
Aydın,Aydın Kestanesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",353
Aydın,Aydın Memecik Zeytini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",32
Aydın,Aydın Yamalak Sarısı Zeytini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",53
Aydın,Aydın Çam Fıstığı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",546
Aydın,Aydın İnciri,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",43
Bayburt,Aydıntepe Şeker Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",56
Elazığ,Ağın Leblebisi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",360
Kırklareli,Babaeski Sarımsağı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",59
Van,Bahçesaray Cevizi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",612
Balıkesir,Balıkesir Tombul Bamyası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",47
Çanakkale,Bayramiç Beyazı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",53
Çanakkale,Bayramiç Elması,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",60
Hatay,Belen Kömürçukuru Pekmezi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",45
İzmir,Bergama Kozak Çam Fıstığı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",528
Şanlıurfa,Birecik Patlıcanı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",39
Muğla,Bodrum Mandarini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",38
Bolu,Bolu Dağ Fındığı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",58
Bolu,Bolu Kanlıca Mantarı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",64
Bolu,Bolu Kara Kabağı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",49
Bolu,Bolu Sarı Patatesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",60
Bolu,Bolu Çivril Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",54
İzmir,Bornova Kınalı Bamyası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",44
İzmir,Bornova Misket Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",54
Artvin,Borçka Demir Elması,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",65
Sinop,Boyabat Gazidere Domatesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",50
Çanakkale,Bozcaada Çavuş Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",66
Denizli,Buldan Kestanesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",324
Bursa,Bursa Kestanesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",358
Bursa,Bursa Santa Maria Armudu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",51
Bursa,Bursa Siyah İnciri / Bursa Siyahı / Siyah Bursa İnciri,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",47
Bursa,Bursa Şeftalisi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",51
Kayseri,Bünyan Gilaburusu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",30
Manisa,Büyükbelen Tekir Zeytini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",48
Kırşehir,Cemele Biberi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",54
Erzincan,Cimin Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",65
Niğde,Darboğaz Kirazı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",45
Muğla,Datça Domatesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",42
Muğla,Datça Nurlu Bademi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",605
Manisa,Demirci Figani Efendi Eriği,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",59
Manisa,Demirci Hünnabı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",53
Manisa,Demirci Kirazı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",45
Denizli,Denizli Leblebisi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",355
Denizli,Denizli Çalkarası Üzümü/Denizli Çalkarası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",51
Konya,Derbent Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",60
Konya,Derebucak Gembos Şeker Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",43
Nevşehir,Derinkuyu Kuru Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",47
Zonguldak,Devrek Kireni,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",46
Kocaeli,Değirmendere Fındığı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",35
Diyarbakır,Diyarbakır Boğazkere Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",53
Diyarbakır,Diyarbakır Karpuzu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",53
Hatay,Dörtyol Mandarini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",50
Düzce,Düzce Kestane Kabağı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",48
Düzce,Düzce Kestanesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",336
Düzce,Düzce Şeker Kamışı Pekmezi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",46
Balıkesir,Edincik Zeytini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",47
Balıkesir,Edremit Körfezi Yeşil Çizik Zeytini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",42
İzmir,Ege Sultani Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",48
İzmir,Ege İnciri,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",54
Elazığ,Elazığ Boğazkere Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",69
Elazığ,Elazığ Tahannebi Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",52
Elazığ,Elazığ Vişnesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",53
Elazığ,Elazığ Öküzgözü Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",49
Çankırı,Eldivan Kirazı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",31
Manisa,Emcelli Biberi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",50
Tokat,Erbaa Narince Bağ Yaprağı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",51
Van,Erciş Lahanası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",75
Van,Erciş Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",48
Mersin,Erdemli Lamas Limonu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",53
Mersin,Erdemli Muzu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",50
Konya,Ereğli Beyaz Kirazı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",38
Konya,Ereğli Siyah Havucu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",61
Konya,Ereğli Uzun Kabağı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",58
Erzincan,Erzincan Üzümlü Sarucu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",58
Erzurum,Erzurum Çaşır Salamurası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",41
Muğla,Fethiye Kaya İnciri,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",64
Antalya,Finike Portakalı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",36
Gaziantep,Gaziantep Acur-Biber Turşusu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",56
Gaziantep,Gaziantep Haylan Kabağı Reçeli,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",272
Gaziantep,Gaziantep Oğuzeli Narı /Antep Oğuzeli Narı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",40
Antalya,Gazipaşa Çekirdeksiz Narı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",44
Isparta,Gelendost Çaltı Sarımsağı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",51
Sivas,Gemerek Gilaburusu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",45
Bursa,Gemlik Zeytini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",34
Batman,Gercüş Mezrune Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",51
Van,Gevaş Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",39
Sakarya,Geyve Ayvası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",55
Mersin,Gezende Eriği,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",41
Giresun,Giresun Isırganı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",65
Giresun,Giresun Kalınkara Fındığı /Giresun Karası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",42
Giresun,Giresun Sivri Fındığı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",47
Giresun,Giresun Tombul Fındığı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",58
Bingöl,Guldar Domatesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",38
İzmir,Gökçealan Osmancık Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",52
Bolu,Göynük Bombay Fasulye,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",63
Mersin,Gülnar Kuş Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",34
İzmir,Gümüldür Mandalinası (Gümüldür Mandarini),İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",52
Gümüşhane,Gümüşhane Şeker Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",53
Ordu,Gürgentepe Çakıldak Fındığı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",58
Ordu,Gürgentepe Çoban Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",38
Bursa,Gürsu Deveci Armudu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",37
Sivas,Gürün Dut Pekmezi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",55
Bursa,Hasanağa Enginarı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",53
Batman,Hasankeyf Mehina Sarımsağı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",53
Şanlıurfa,Hasenik Pestili,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",53
Hatay,Hatay Barburi Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",43
Hatay,Hatay Beyaz Balkabağı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",52
Hatay,Hatay Biber Salçası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",53
Hatay,Hatay Ceviz Reçeli,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",343
Hatay,Hatay Halhalı Zeytini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",69
Hatay,Hatay Zeytin Salatası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",55
Balıkesir,Havran Mandalinası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",38
Balıkesir,Havran Siyah İnciri,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",57
Malatya,Hekimhan Cevizi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",540
Denizli,Honaz Kirazı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",58
Konya,Hüyük Çileği,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",62
Erzurum,Hınıs Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",42
Isparta,Isparta Elması,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",60
Iğdır,Iğdır Beyaz Üzümü /Miskalı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",54
Iğdır,Iğdır Kayısısı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",58
Iğdır,Iğdır Patlıcan Reçeli,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",269
Osmaniye,Kadirli Turpu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",48
Kahramanmaraş,Kahramanmaraş Bertiz Kabarcık Üzümü / Maraş Bertiz Kabarcık Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",42
Adıyaman,Kahta Bademi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",612
Adıyaman,Kahta Narı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",42
Denizli,Kale Biberi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",49
Ankara,Kalecik Karası Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",53
Kırşehir,Kaman Cevizi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",553
Kocaeli,Kandıra Karpuzu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",58
Balıkesir,Kapıdağ Mor Soğanı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",50
Bursa,Karacabey Soğanı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",65
Afyonkarahisar,Karacalar Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",47
Zonguldak,Karadeniz Ereğli Osmanlı Çileği,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",77
Uşak,Karahallı Kavunu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",56
Adana,Karaisalı Biberi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",41
Şanlıurfa,Karaköprü Narı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",39
Şanlıurfa,Karaköprü Tat Karpuzu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",55
Karaman,Karaman Ekşikara Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",48
Burdur,Karamanlı Cevizi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",557
Burdur,Karamanlı Kişnişi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",55
Burdur,Karamanlı Rezenesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",49
Kocaeli,Karamürsel Samanlı Zeytini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",42
Sakarya,Karapürçek Cennet Hurması Pekmezi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",35
Erzurum,Karnavas Dut Pekmezi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",46
Kastamonu,Kastamonu Eğşisi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",59
Kastamonu,Kastamonu Kuzu Kestanesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",352
Kastamonu,Kastamonu Üryani Eriği,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",38
İzmir,Kavacık Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",52
Muğla,Kavaklıdere Cevizi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",594
Ankara,Kazan Kavunu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",41
Karaman,Kazımkarabekir Kabak Çekirdeği,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",552
Kars,Kağızman Uzun Elması,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",51
Antalya,Kaş Margaz Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",39
Elazığ,Keban Biberi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",54
Bursa,Keles Kirazı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",56
Gümüşhane,Kelkit Şeker Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",61
Erzincan,Kemaliye Dutu / Eğin Dutu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",61
İzmir,Kemalpaşa Kirazı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",36
Edirne,Keşan Mahmutköy Kuru Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",41
Edirne,Keşan Siğilli Bamyası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",55
Kilis,Kilis Horoz Karası Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",55
Sakarya,Kocaali Hurma Kurusu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",55
Konya,Konya Kifayesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",89
Antalya,Korkuteli Karyağdı Armudu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",56
Sivas,Koyulhisar Domatesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",61
Adana,Kozan Portakalı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",60
Batman,Kozluk Domatesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",57
Manisa,Kula Leblebisi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",347
Adana,Kuytucak Narı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",58
